Actual,Error,Predicted,,
629000,-8119.341182,-637119.3412,,
629000,-8743.138967,-637743.139,,
629000,-8153.190145,-637153.1901,,
629000,-8400.90945,-637400.9095,,
629000,-8640.844572,-637640.8446,,
629000,-8901.147061,-637901.1471,,
629000,-8678.485331,-637678.4853,,
629000,-8281.6749,-637281.6749,,
628900,-8609.069936,-637509.0699,,
628000,-8047.491176,-636047.4912,,
628000,-8515.638886,-636515.6389,,
628000,-9146.479631,-637146.4796,,
628000,-8744.609236,-636744.6092,,
627500,-8831.664488,-636331.6645,,
627500,-8904.792576,-636404.7926,,
625900,-8762.600696,-634662.6007,,
625500,-8924.51173,-634424.5117,,
625000,-8169.808342,-633169.8083,,
625000,-8273.309431,-633273.3094,,
625000,-8676.309771,-633676.3098,,
625000,-8705.277107,-633705.2771,,
625000,-8570.057939,-633570.0579,,
625000,-9080.144157,-634080.1442,,
625000,-8923.623428,-633923.6234,,
625000,-8649.644345,-633649.6443,,
625000,-9051.595268,-634051.5953,,
625000,-8730.198691,-633730.1987,,
625000,-9131.112411,-634131.1124,,
625000,-8810.752744,-633810.7527,,
625000,-8295.290329,-633295.2903,,
625000,-8565.30613,-633565.3061,,
625000,-8699.459674,-633699.4597,,
625000,-9152.602059,-634152.6021,,
625000,-8718.772168,-633718.7722,,
625000,-8248.641811,-633248.6418,,
625000,-8703.762951,-633703.763,,
625000,-9006.502103,-634006.5021,,
625000,-8783.371711,-633783.3717,,
625000,-8616.550121,-633616.5501,,
625000,-8533.199141,-633533.1991,,
625000,-9330.947413,-634330.9474,,
625000,-7748.427172,-632748.4272,,
625000,-7680.381935,-632680.3819,,
625000,-8077.064655,-633077.0647,,
625000,-7932.355515,-632932.3555,,
625000,-8979.549147,-633979.5491,,
625000,-8930.88176,-633930.8818,,
625000,-9184.284744,-634184.2847,,
625000,-9185.891598,-634185.8916,,
625000,-9385.039635,-634385.0396,,
624999,-8601.182524,-633600.1825,,
624950,-8756.917184,-633706.9172,,
624950,-9174.119871,-634124.1199,,
624900,-9063.810727,-633963.8107,,
624900,-8184.698479,-633084.6985,,
624888,-8459.059384,-633347.0594,,
624750,-8220.731687,-632970.7317,,
624000,-8831.637041,-632831.637,,
624000,-9386.933348,-633386.9333,,
624000,-9148.275584,-633148.2756,,
624000,-9238.909906,-633238.9099,,
623000,-9276.366249,-632276.3662,,
622000,-9268.593266,-631268.5933,,
620000,-9010.991687,-629010.9917,,
620000,-8850.737378,-628850.7374,,
620000,-8963.068065,-628963.0681,,
620000,-9463.358884,-629463.3589,,
620000,-7759.983313,-627759.9833,,
620000,-9056.58947,-629056.5895,,
620000,-9079.872282,-629079.8723,,
620000,-8823.370897,-628823.3709,,
620000,-8264.769769,-628264.7698,,
620000,-8976.67956,-628976.6796,,
619999,-8193.313218,-628192.3132,,
619950,-8979.773288,-628929.7733,,
619950,-8950.329374,-628900.3294,,
619950,-8769.383596,-628719.3836,,
619900,-8127.123135,-628027.1231,,
619900,-8575.572457,-628475.5725,,
619900,-9192.582221,-629092.5822,,
619900,-8417.94808,-628317.9481,,
619900,-8040.783244,-627940.7832,,
619900,-8896.039481,-628796.0395,,
619900,-7968.9032,-627868.9032,,
619900,-8683.631241,-628583.6312,,
619900,-8816.366088,-628716.3661,,
619800,-8505.715283,-628305.7153,,
619000,-8844.137095,-627844.1371,,
619000,-8924.474544,-627924.4745,,
619000,-9196.287148,-628196.2871,,
619000,-8698.025442,-627698.0254,,
619000,-9228.748926,-628228.7489,,
619000,-8870.37607,-627870.3761,,
619000,-9220.346542,-628220.3465,,
619000,-8354.1731,-627354.1731,,
619000,-9029.221694,-628029.2217,,
619000,-8900.202032,-627900.202,,
619000,-8964.849862,-627964.8499,,
619000,-8735.144365,-627735.1444,,
619000,-8958.918636,-627958.9186,,
619000,-9178.97221,-628178.9722,,
618000,-8897.738074,-626897.7381,,
617500,-9256.646761,-626756.6468,,
617000,-9414.075316,-626414.0753,,
615000,-8853.765098,-623853.7651,,
615000,-8908.078943,-623908.0789,,
615000,-8853.765098,-623853.7651,,
615000,-9129.295885,-624129.2959,,
615000,-9002.006536,-624002.0065,,
615000,-8136.780393,-623136.7804,,
615000,-8771.596489,-623771.5965,,
615000,-7927.758775,-622927.7588,,
615000,-8373.836186,-623373.8362,,
615000,-8671.810201,-623671.8102,,
615000,-8229.640842,-623229.6408,,
615000,-8743.022801,-623743.0228,,
615000,-8609.906604,-623609.9066,,
615000,-8801.417353,-623801.4174,,
615000,-8716.693207,-623716.6932,,
615000,-9377.746529,-624377.7465,,
615000,-8998.558715,-623998.5587,,
614900,-8113.79118,-623013.7912,,
614900,-8520.99309,-623420.9931,,
612000,-8524.966229,-620524.9662,,
611232,-8707.48783,-619939.4878,,
611000,-9206.114846,-620206.1148,,
610000,-8156.961318,-618156.9613,,
610000,-8555.992664,-618555.9927,,
610000,-9381.218796,-619381.2188,,
610000,-9179.415839,-619179.4158,,
610000,-8766.737278,-618766.7373,,
609950,-8813.28948,-618763.2895,,
609900,-9119.215066,-619019.2151,,
609900,-8785.567759,-618685.5678,,
609900,-7998.470144,-617898.4701,,
609900,-9095.122976,-618995.123,,
609900,-9008.451767,-618908.4518,,
609900,-8877.081854,-618777.0819,,
609888,-8765.150099,-618653.1501,,
609000,-8914.174522,-617914.1745,,
609000,-8729.426868,-617729.4269,,
609000,-8972.369291,-617972.3693,,
609000,-8433.839323,-617433.8393,,
608888,-8953.824312,-617841.8243,,
607000,-9293.480086,-616293.4801,,
600000,-8031.21346,-608031.2135,,
600000,-8985.633768,-608985.6338,,
600000,-9027.700457,-609027.7005,,
600000,-8678.053182,-608678.0532,,
600000,-8925.400856,-608925.4009,,
600000,-8920.56769,-608920.5677,,
600000,-9018.985295,-609018.9853,,
600000,-7866.50386,-607866.5039,,
600000,-8445.967339,-608445.9673,,
600000,-8104.200554,-608104.2006,,
600000,-8641.455003,-608641.455,,
599999,-8966.51412,-608965.5141,,
599999,-8814.857354,-608813.8574,,
599999,-8554.840157,-608553.8402,,
599999,-8845.834261,-608844.8343,,
599999,-8569.419813,-608568.4198,,
599999,-8894.237112,-608893.2371,,
599990,-8642.559424,-608632.5594,,
599990,-8721.767682,-608711.7677,,
599990,-8486.403138,-608476.4031,,
599980,-8372.345844,-608352.3458,,
599978,-9418.019458,-609396.0195,,
599950,-8715.335446,-608665.3354,,
599950,-8777.796848,-608727.7968,,
599900,-8270.001911,-608170.0019,,
599900,-9120.954101,-609020.9541,,
599900,-8249.018655,-608149.0187,,
599900,-9057.207689,-608957.2077,,
599900,-8862.260932,-608762.2609,,
599900,-9097.234829,-608997.2348,,
599900,-9097.234829,-608997.2348,,
599900,-8718.932185,-608618.9322,,
599900,-7756.517961,-607656.518,,
599900,-9006.399122,-608906.3991,,
599900,-8565.499059,-608465.4991,,
599900,-9051.188326,-608951.1883,,
599900,-9051.188326,-608951.1883,,
599900,-8679.741556,-608579.7416,,
599900,-9273.697177,-609173.6972,,
599900,-8378.632097,-608278.6321,,
599900,-8378.632097,-608278.6321,,
599900,-8271.658877,-608171.6589,,
599900,-8488.958888,-608388.9589,,
599900,-8538.429607,-608438.4296,,
599900,-8789.668156,-608689.6682,,
599900,-7415.441289,-607315.4413,,
599900,-8230.858716,-608130.8587,,
599900,-7578.491106,-607478.4911,,
599900,-6999.786281,-606899.7863,,
599900,-9278.827417,-609178.8274,,
599888,-9262.430021,-609150.43,,
599888,-8901.240154,-608789.2402,,
599888,-8941.717966,-608829.718,,
599888,-9165.532753,-609053.5328,,
599888,-8852.107507,-608740.1075,,
599800,-9001.509662,-608801.5097,,
599000,-8399.882641,-607399.8826,,
599000,-9277.796844,-608277.7968,,
599000,-9162.780111,-608162.7801,,
599000,-8997.880463,-607997.8805,,
599000,-9284.807396,-608284.8074,,
599000,-8899.030488,-607899.0305,,
599000,-8880.990951,-607880.991,,
599000,-9030.666786,-608030.6668,,
599000,-8909.407895,-607909.4079,,
599000,-8360.673187,-607360.6732,,
599000,-9410.221042,-608410.221,,
599000,-8866.043503,-607866.0435,,
599000,-8899.312893,-607899.3129,,
599000,-8993.365627,-607993.3656,,
599000,-8791.092904,-607791.0929,,
599000,-9189.281943,-608189.2819,,
599000,-9499.569756,-608499.5698,,
599000,-8860.435436,-607860.4354,,
599000,-8672.740464,-607672.7405,,
599000,-9185.583089,-608185.5831,,
599000,-8780.022042,-607780.022,,
599000,-8939.525666,-607939.5257,,
599000,-8163.20676,-607163.2068,,
599000,-8829.787211,-607829.7872,,
599000,-8334.600114,-607334.6001,,
599000,-8338.661757,-607338.6618,,
599000,-8594.433756,-607594.4338,,
599000,-8983.819926,-607983.8199,,
599000,-9108.199805,-608108.1998,,
599000,-9453.455685,-608453.4557,,
599000,-9207.517104,-608207.5171,,
599000,-9026.398333,-608026.3983,,
599000,-8476.236248,-607476.2362,,
599000,-9048.430124,-608048.4301,,
599000,-8700.84868,-607700.8487,,
599000,-9030.693969,-608030.694,,
599000,-9089.810256,-608089.8103,,
599000,-9499.587536,-608499.5875,,
599000,-9211.009131,-608211.0091,,
599000,-9211.009131,-608211.0091,,
599000,-9178.247969,-608178.248,,
599000,-9299.902504,-608299.9025,,
599000,-8890.104386,-607890.1044,,
599000,-8407.862451,-607407.8625,,
599000,-8241.310009,-607241.31,,
599000,-7505.376071,-606505.3761,,
599000,-7682.006258,-606682.0063,,
599000,-8261.313708,-607261.3137,,
599000,-8598.039152,-607598.0392,,
599000,-8743.529529,-607743.5295,,
599000,-8494.517842,-607494.5178,,
599000,-8842.189396,-607842.1894,,
599000,-9593.864908,-608593.8649,,
599000,-8939.454491,-607939.4545,,
598998,-8160.602554,-607158.6026,,
598950,-9039.50741,-607989.5074,,
598800,-8913.85394,-607713.8539,,
598800,-8642.201472,-607442.2015,,
598800,-8843.488853,-607643.4889,,
598000,-8692.435615,-606692.4356,,
598000,-9248.107282,-607248.1073,,
598000,-8793.199185,-606793.1992,,
598000,-8935.784336,-606935.7843,,
598000,-9088.314098,-607088.3141,,
598000,-8025.154599,-606025.1546,,
598000,-8131.670811,-606131.6708,,
598000,-8835.747303,-606835.7473,,
597900,-8611.284059,-606511.2841,,
597000,-8599.585504,-605599.5855,,
597000,-8680.468928,-605680.4689,,
595900,-8631.611385,-604531.6114,,
595500,-8955.069486,-604455.0695,,
595000,-8741.106784,-603741.1068,,
595000,-8741.106784,-603741.1068,,
595000,-7628.299885,-602628.2999,,
595000,-8737.102191,-603737.1022,,
595000,-8898.8367,-603898.8367,,
595000,-9119.012129,-604119.0121,,
595000,-9323.166241,-604323.1662,,
595000,-8771.740848,-603771.7408,,
595000,-9247.206062,-604247.2061,,
595000,-8292.654997,-603292.655,,
595000,-8713.979243,-603713.9792,,
595000,-9032.030715,-604032.0307,,
595000,-8020.160359,-603020.1604,,
595000,-9021.136757,-604021.1368,,
595000,-8911.857155,-603911.8572,,
595000,-8830.888809,-603830.8888,,
595000,-7905.326817,-602905.3268,,
595000,-7905.326817,-602905.3268,,
595000,-8616.06895,-603616.0689,,
595000,-9255.414235,-604255.4142,,
595000,-8430.152411,-603430.1524,,
595000,-9334.662378,-604334.6624,,
595000,-9029.066095,-604029.0661,,
595000,-9440.285675,-604440.2857,,
595000,-8762.490964,-603762.491,,
595000,-8931.995467,-603931.9955,,
595000,-8689.246798,-603689.2468,,
595000,-9063.761137,-604063.7611,,
595000,-7652.902273,-602652.9023,,
595000,-8709.459866,-603709.4599,,
595000,-8167.954315,-603167.9543,,
595000,-8181.754056,-603181.7541,,
595000,-8273.877461,-603273.8775,,
595000,-8877.745327,-603877.7453,,
595000,-8309.444162,-603309.4442,,
595000,-7734.706458,-602734.7065,,
595000,-7936.975197,-602936.9752,,
595000,-9074.88982,-604074.8898,,
595000,-9169.593144,-604169.5931,,
595000,-9281.978561,-604281.9786,,
595000,-9384.78709,-604384.7871,,
594988,-8940.023788,-603928.0238,,
594950,-9459.859067,-604409.8591,,
594937,-8424.431329,-603361.4313,,
594500,-9034.127219,-603534.1272,,
594500,-7875.595651,-602375.5957,,
594000,-8965.670131,-602965.6701,,
594000,-8697.379974,-602697.38,,
592000,-9644.105006,-601644.105,,
590888,-8338.420482,-599226.4205,,
590000,-8952.417992,-598952.418,,
590000,-9118.152951,-599118.153,,
590000,-9118.152951,-599118.153,,
590000,-8175.478673,-598175.4787,,
590000,-8405.305603,-598405.3056,,
590000,-8661.601008,-598661.601,,
590000,-8699.531679,-598699.5317,,
590000,-8673.811096,-598673.8111,,
590000,-8945.592465,-598945.5925,,
590000,-8966.132095,-598966.1321,,
590000,-8907.070219,-598907.0702,,
590000,-9110.542518,-599110.5425,,
589999,-8659.309959,-598658.31,,
589999,-8788.13898,-598787.139,,
589999,-8637.903165,-598636.9032,,
589999,-8764.00816,-598763.0082,,
589999,-8764.00816,-598763.0082,,
589995,-8818.412025,-598813.412,,
589950,-8977.207357,-598927.2074,,
589900,-8550.831848,-598450.8318,,
589900,-8746.182592,-598646.1826,,
589900,-8526.59987,-598426.5999,,
589900,-8592.004594,-598492.0046,,
589900,-8289.146614,-598189.1466,,
589900,-9048.806603,-598948.8066,,
589900,-8998.765471,-598898.7655,,
589900,-9222.397028,-599122.397,,
589900,-8871.453925,-598771.4539,,
589400,-8985.000946,-598385.0009,,
589000,-8717.33034,-597717.3303,,
589000,-9095.547728,-598095.5477,,
589000,-8278.727037,-597278.727,,
589000,-8339.820513,-597339.8205,,
589000,-8835.957155,-597835.9572,,
589000,-8835.957155,-597835.9572,,
589000,-9077.388203,-598077.3882,,
589000,-7868.465268,-596868.4653,,
589000,-8951.595796,-597951.5958,,
589000,-8913.638608,-597913.6386,,
589000,-8764.20026,-597764.2003,,
589000,-8572.217182,-597572.2172,,
589000,-8553.903613,-597553.9036,,
589000,-8689.53125,-597689.5313,,
589000,-8553.903613,-597553.9036,,
589000,-9219.895108,-598219.8951,,
589000,-9296.997128,-598296.9971,,
588888,-9485.944905,-598373.9449,,
588888,-8336.767857,-597224.7679,,
588800,-8739.551127,-597539.5511,,
588000,-8930.452465,-596930.4525,,
588000,-8479.509361,-596479.5094,,
588000,-9114.378621,-597114.3786,,
588000,-9114.378621,-597114.3786,,
588000,-9154.836402,-597154.8364,,
588000,-8003.797575,-596003.7976,,
587500,-8974.251924,-596474.2519,,
586000,-8953.368929,-594953.3689,,
585950,-8934.11384,-594884.1138,,
585000,-8798.529347,-593798.5293,,
585000,-8582.570954,-593582.571,,
585000,-9377.043217,-594377.0432,,
585000,-9076.196,-594076.196,,
585000,-9126.065463,-594126.0655,,
585000,-9355.252878,-594355.2529,,
585000,-8377.444021,-593377.444,,
585000,-9119.246697,-594119.2467,,
585000,-8677.24217,-593677.2422,,
585000,-9387.960987,-594387.961,,
585000,-8604.19232,-593604.1923,,
585000,-8632.810777,-593632.8108,,
585000,-8718.182348,-593718.1823,,
585000,-9214.124568,-594214.1246,,
585000,-8953.204143,-593953.2041,,
585000,-9123.998445,-594123.9984,,
585000,-9056.388333,-594056.3883,,
585000,-8742.346419,-593742.3464,,
585000,-8128.566621,-593128.5666,,
585000,-8288.428011,-593288.428,,
585000,-9109.626566,-594109.6266,,
585000,-8676.107265,-593676.1073,,
585000,-8842.7656,-593842.7656,,
585000,-8867.172709,-593867.1727,,
584999,-9008.115505,-594007.1155,,
584900,-8571.282531,-593471.2825,,
584500,-8601.323892,-593101.3239,,
582500,-9025.167538,-591525.1675,,
580000,-8417.839013,-588417.839,,
580000,-8953.487127,-588953.4871,,
580000,-8900.335942,-588900.3359,,
580000,-8608.007713,-588608.0077,,
580000,-9317.51904,-589317.519,,
580000,-9136.713176,-589136.7132,,
580000,-7732.975725,-587732.9757,,
579999,-8783.480361,-588782.4804,,
579999,-8646.776097,-588645.7761,,
579988,-9190.064763,-589178.0648,,
579950,-9228.069341,-589178.0693,,
579950,-9281.115675,-589231.1157,,
579900,-9000.461563,-588900.4616,,
579900,-8960.696624,-588860.6966,,
579900,-8960.696624,-588860.6966,,
579900,-8037.096342,-587937.0963,,
579900,-8455.698926,-588355.6989,,
579900,-8131.210586,-588031.2106,,
579900,-8943.841187,-588843.8412,,
579900,-8967.101368,-588867.1014,,
579900,-7948.344117,-587848.3441,,
579900,-8971.850563,-588871.8506,,
579900,-7411.36861,-587311.3686,,
579900,-8561.023722,-588461.0237,,
579900,-8905.199372,-588805.1994,,
579888,-8727.227528,-588615.2275,,
579800,-8998.134793,-588798.1348,,
579000,-8840.860523,-587840.8605,,
579000,-8957.189805,-587957.1898,,
579000,-8524.66534,-587524.6653,,
579000,-8679.77699,-587679.777,,
579000,-8013.741341,-587013.7413,,
579000,-8535.789701,-587535.7897,,
579000,-8682.110373,-587682.1104,,
579000,-8926.277381,-587926.2774,,
579000,-9394.661118,-588394.6611,,
579000,-8905.889922,-587905.8899,,
579000,-9200.460267,-588200.4603,,
579000,-8397.227251,-587397.2273,,
579000,-8832.427554,-587832.4276,,
579000,-8892.257961,-587892.258,,
579000,-8806.823107,-587806.8231,,
579000,-8588.148578,-587588.1486,,
579000,-8485.97615,-587485.9761,,
579000,-8509.979194,-587509.9792,,
579000,-8754.118052,-587754.1181,,
579000,-8704.234931,-587704.2349,,
578900,-8720.237262,-587620.2373,,
578900,-8141.657963,-587041.658,,
578747,-8839.71234,-587586.7123,,
578000,-9614.316702,-587614.3167,,
577000,-9080.489988,-586080.49,,
577000,-9125.636674,-586125.6367,,
576900,-8730.199243,-585630.1992,,
575950,-8011.083769,-583961.0838,,
575400,-8803.627524,-584203.6275,,
575000,-8232.052808,-583232.0528,,
575000,-8930.854851,-583930.8549,,
575000,-9491.774151,-584491.7742,,
575000,-8786.972768,-583786.9728,,
575000,-8695.610718,-583695.6107,,
575000,-8870.314571,-583870.3146,,
575000,-8870.314571,-583870.3146,,
575000,-9073.872993,-584073.873,,
575000,-8022.267044,-583022.267,,
575000,-8022.267044,-583022.267,,
575000,-8966.645901,-583966.6459,,
575000,-8915.790086,-583915.7901,,
575000,-8824.34433,-583824.3443,,
575000,-9077.925955,-584077.926,,
575000,-8877.3082,-583877.3082,,
575000,-8884.179853,-583884.1799,,
575000,-8945.694274,-583945.6943,,
575000,-8939.613985,-583939.614,,
575000,-8567.208923,-583567.2089,,
575000,-9295.823384,-584295.8234,,
575000,-9061.23968,-584061.2397,,
575000,-8453.212967,-583453.213,,
575000,-8792.283218,-583792.2832,,
575000,-9414.025528,-584414.0255,,
575000,-8800.229904,-583800.2299,,
575000,-8548.947218,-583548.9472,,
575000,-8669.338289,-583669.3383,,
575000,-9021.987614,-584021.9876,,
575000,-8594.804679,-583594.8047,,
575000,-8040.439906,-583040.4399,,
575000,-8775.779162,-583775.7792,,
575000,-9206.344641,-584206.3446,,
575000,-7866.291326,-582866.2913,,
575000,-8880.050732,-583880.0507,,
575000,-9482.65486,-584482.6549,,
575000,-8668.737941,-583668.7379,,
575000,-9167.50934,-584167.5093,,
575000,-7399.036889,-582399.0369,,
575000,-8549.635443,-583549.6354,,
574999,-8748.738239,-583747.7382,,
574900,-8996.000892,-583896.0009,,
574900,-8028.30221,-582928.3022,,
574900,-8843.638286,-583743.6383,,
574900,-9017.390269,-583917.3903,,
574888,-8753.279213,-583641.2792,,
574000,-9183.510395,-583183.5104,,
574000,-7503.164131,-581503.1641,,
573279,-8478.808953,-581757.809,,
572000,-8970.916341,-580970.9163,,
572000,-8808.965116,-580808.9651,,
570000,-9592.372581,-579592.3726,,
570000,-8198.258127,-578198.2581,,
570000,-8857.745692,-578857.7457,,
570000,-8897.195758,-578897.1958,,
569999,-8491.679189,-578490.6792,,
569999,-8491.679189,-578490.6792,,
569973,-8685.002145,-578658.0021,,
569950,-8840.092846,-578790.0928,,
569900,-8651.775095,-578551.7751,,
569900,-8574.707588,-578474.7076,,
569900,-8642.312631,-578542.3126,,
569900,-8870.539151,-578770.5392,,
569900,-9034.707409,-578934.7074,,
569500,-9242.113091,-578742.1131,,
569500,-8762.907263,-578262.9073,,
569500,-9399.459809,-578899.4598,,
569000,-9173.961524,-578173.9615,,
569000,-8935.572317,-577935.5723,,
569000,-9182.714011,-578182.714,,
569000,-8790.4872,-577790.4872,,
569000,-8835.511817,-577835.5118,,
569000,-8892.535743,-577892.5357,,
569000,-9190.486795,-578190.4868,,
569000,-8859.578599,-577859.5786,,
569000,-8237.788872,-577237.7889,,
569000,-9065.948162,-578065.9482,,
569000,-8862.535435,-577862.5354,,
569000,-8746.632595,-577746.6326,,
569000,-8569.344482,-577569.3445,,
569000,-9478.440736,-578478.4407,,
569000,-8747.463063,-577747.4631,,
569000,-8963.167924,-577963.1679,,
569000,-8792.927621,-577792.9276,,
569000,-8376.100969,-577376.101,,
569000,-8549.837502,-577549.8375,,
569000,-8898.946366,-577898.9464,,
569000,-9050.887557,-578050.8876,,
569000,-8781.369198,-577781.3692,,
569000,-8749.792246,-577749.7922,,
569000,-9106.56981,-578106.5698,,
568711,-8878.871494,-577589.8715,,
567000,-8522.201343,-575522.2013,,
566000,-7851.959241,-573851.9592,,
565000,-9386.419846,-574386.4198,,
565000,-9036.580182,-574036.5802,,
565000,-8865.726354,-573865.7264,,
565000,-9060.561783,-574060.5618,,
565000,-8947.943046,-573947.943,,
565000,-8915.260503,-573915.2605,,
565000,-8833.899519,-573833.8995,,
565000,-9130.363314,-574130.3633,,
565000,-8598.414171,-573598.4142,,
565000,-9338.718636,-574338.7186,,
565000,-8539.592615,-573539.5926,,
565000,-8539.592615,-573539.5926,,
565000,-9037.766759,-574037.7668,,
565000,-8207.171123,-573207.1711,,
565000,-8936.998715,-573936.9987,,
565000,-8396.544807,-573396.5448,,
565000,-9212.197267,-574212.1973,,
565000,-8396.544807,-573396.5448,,
564950,-8155.609935,-573105.6099,,
564900,-8677.452673,-573577.4527,,
564000,-8372.345844,-572372.3458,,
563001,-8253.726496,-571254.7265,,
562675,-8788.19897,-571463.199,,
560000,-8783.791671,-568783.7917,,
560000,-8631.145685,-568631.1457,,
560000,-9141.246206,-569141.2462,,
560000,-8316.956586,-568316.9566,,
560000,-8782.399518,-568782.3995,,
560000,-9026.644269,-569026.6443,,
560000,-9105.838058,-569105.8381,,
560000,-9105.838058,-569105.8381,,
560000,-8801.747571,-568801.7476,,
560000,-8798.22204,-568798.222,,
560000,-8798.22204,-568798.222,,
560000,-9336.378242,-569336.3782,,
560000,-9070.88422,-569070.8842,,
560000,-8308.88024,-568308.8802,,
560000,-8602.563989,-568602.564,,
560000,-7900.08252,-567900.0825,,
559999,-8070.444001,-568069.444,,
559999,-8816.722076,-568815.7221,,
559999,-8353.937502,-568352.9375,,
559950,-9013.073619,-568963.0736,,
559950,-8335.197717,-568285.1977,,
559900,-8132.805026,-568032.805,,
559900,-7868.66875,-567768.6688,,
559900,-8094.822862,-567994.8229,,
559900,-8433.547394,-568333.5474,,
559900,-8922.635207,-568822.6352,,
559900,-8935.188313,-568835.1883,,
559900,-8918.410299,-568818.4103,,
559900,-8918.410299,-568818.4103,,
559900,-8959.81316,-568859.8132,,
559900,-9076.832153,-568976.8322,,
559900,-8807.889635,-568707.8896,,
559900,-8653.16649,-568553.1665,,
559900,-9108.338558,-569008.3386,,
559500,-9000.632977,-568500.633,,
559500,-8969.239396,-568469.2394,,
559000,-8926.679571,-567926.6796,,
559000,-8814.242434,-567814.2424,,
559000,-9196.006477,-568196.0065,,
559000,-8553.702476,-567553.7025,,
559000,-8559.303024,-567559.303,,
559000,-8960.667891,-567960.6679,,
559000,-8441.604607,-567441.6046,,
559000,-8874.377077,-567874.3771,,
559000,-8988.433008,-567988.433,,
559000,-8586.082658,-567586.0827,,
559000,-8300.809661,-567300.8097,,
559000,-8970.656494,-567970.6565,,
559000,-8587.158854,-567587.1589,,
559000,-9439.517225,-568439.5172,,
559000,-9780.344162,-568780.3442,,
558000,-8714.270254,-566714.2703,,
555500,-8948.622692,-564448.6227,,
555500,-8992.891245,-564492.8912,,
555000,-8942.39571,-563942.3957,,
555000,-8757.23821,-563757.2382,,
555000,-9349.509248,-564349.5092,,
554995,-8809.810477,-563804.8105,,
554900,-8804.922171,-563704.9222,,
552000,-8387.553555,-560387.5536,,
551997,-8728.45652,-560725.4565,,
550000,-8651.118043,-558651.118,,
550000,-8861.852167,-558861.8522,,
550000,-9177.811473,-559177.8115,,
550000,-8775.685391,-558775.6854,,
550000,-8773.500349,-558773.5003,,
550000,-9842.458916,-559842.4589,,
550000,-9372.338448,-559372.3384,,
550000,-8571.365622,-558571.3656,,
550000,-9055.642986,-559055.643,,
550000,-8986.868126,-558986.8681,,
550000,-8990.274951,-558990.275,,
550000,-9283.41137,-559283.4114,,
550000,-8969.626218,-558969.6262,,
550000,-8695.769775,-558695.7698,,
550000,-8864.179235,-558864.1792,,
550000,-9093.03832,-559093.0383,,
550000,-8607.898466,-558607.8985,,
550000,-9062.168824,-559062.1688,,
550000,-8548.568197,-558548.5682,,
550000,-8944.9133,-558944.9133,,
550000,-9041.755984,-559041.756,,
550000,-8696.560415,-558696.5604,,
550000,-7145.446766,-557145.4468,,
550000,-7575.106911,-557575.1069,,
550000,-8098.105824,-558098.1058,,
550000,-8544.345734,-558544.3457,,
550000,-8913.065856,-558913.0659,,
550000,-8892.969139,-558892.9691,,
550000,-8904.887068,-558904.8871,,
550000,-9619.896734,-559619.8967,,
550000,-9460.505965,-559460.506,,
549999,-8938.778622,-558937.7786,,
549999,-8719.425544,-558718.4255,,
549990,-8905.18108,-558895.1811,,
549990,-7998.327576,-557988.3276,,
549979,-8821.194516,-558800.1945,,
549950,-8973.010904,-558923.0109,,
549950,-8986.979304,-558936.9793,,
549945,-7908.743682,-557853.7437,,
549945,-8306.52103,-558251.521,,
549900,-9298.446856,-559198.4469,,
549900,-9305.870093,-559205.8701,,
549900,-8816.079605,-558716.0796,,
549900,-9010.132508,-558910.1325,,
549900,-9171.72215,-559071.7222,,
549900,-9392.491045,-559292.491,,
549900,-9019.196877,-558919.1969,,
549900,-7977.727202,-557877.7272,,
549900,-8783.937268,-558683.9373,,
549900,-8098.316542,-557998.3165,,
549900,-9192.306889,-559092.3069,,
549900,-8768.230029,-558668.23,,
549900,-8356.681095,-558256.6811,,
549900,-7971.825946,-557871.8259,,
549900,-8415.514885,-558315.5149,,
549900,-8790.406097,-558690.4061,,
549900,-8470.614856,-558370.6149,,
549800,-8409.970974,-558209.971,,
549500,-8920.995521,-558420.9955,,
549500,-9048.568702,-558548.5687,,
549500,-9113.766225,-558613.7662,,
549500,-8824.905204,-558324.9052,,
549000,-9498.488529,-558498.4885,,
549000,-9246.741663,-558246.7417,,
549000,-9054.150778,-558054.1508,,
549000,-8593.933906,-557593.9339,,
549000,-9053.34884,-558053.3488,,
549000,-9486.646666,-558486.6467,,
549000,-9079.119547,-558079.1195,,
549000,-8574.765904,-557574.7659,,
549000,-8445.485276,-557445.4853,,
549000,-8597.888371,-557597.8884,,
549000,-8796.488759,-557796.4888,,
549000,-9456.002493,-558456.0025,,
549000,-9204.79851,-558204.7985,,
549000,-8715.649141,-557715.6491,,
549000,-9106.525983,-558106.526,,
549000,-9227.637745,-558227.6377,,
549000,-8806.155087,-557806.1551,,
549000,-9006.892,-558006.892,,
549000,-9498.016817,-558498.0168,,
549000,-8800.725153,-557800.7252,,
549000,-9155.962961,-558155.963,,
549000,-8628.85408,-557628.8541,,
549000,-9484.838638,-558484.8386,,
549000,-8273.802272,-557273.8023,,
549000,-9130.922463,-558130.9225,,
549000,-8532.430354,-557532.4304,,
548900,-8917.280527,-557817.2805,,
547500,-8598.822584,-556098.8226,,
547000,-9347.159205,-556347.1592,,
547000,-8045.860508,-555045.8605,,
545995,-8696.495054,-554691.4951,,
545900,-8354.010199,-554254.0102,,
545000,-9074.088485,-554074.0885,,
545000,-8964.734939,-553964.7349,,
545000,-9426.013732,-554426.0137,,
