Actual,Error,Predicted,,
545000,-8919.641825,-553919.6418,,
545000,-8919.641825,-553919.6418,,
545000,-9039.478629,-554039.4786,,
545000,-9215.252163,-554215.2522,,
545000,-9032.445162,-554032.4452,,
545000,-8610.970604,-553610.9706,,
545000,-8610.970604,-553610.9706,,
545000,-8671.389502,-553671.3895,,
545000,-8786.47505,-553786.4751,,
545000,-9154.34194,-554154.3419,,
545000,-8837.551402,-553837.5514,,
545000,-8837.551402,-553837.5514,,
545000,-8427.7173,-553427.7173,,
545000,-8806.823107,-553806.8231,,
545000,-8833.543328,-553833.5433,,
545000,-8009.909454,-553009.9095,,
545000,-8009.909454,-553009.9095,,
545000,-8504.554172,-553504.5542,,
545000,-8725.813133,-553725.8131,,
544900,-8809.274887,-553709.2749,,
544000,-8915.260503,-552915.2605,,
544000,-8674.862461,-552674.8625,,
543000,-9425.956379,-552425.9564,,
542000,-8890.437869,-550890.4379,,
540000,-8952.04546,-548952.0455,,
540000,-8688.420069,-548688.4201,,
540000,-8688.420069,-548688.4201,,
540000,-8598.386611,-548598.3866,,
540000,-9128.506596,-549128.5066,,
540000,-9047.065658,-549047.0657,,
540000,-8478.115027,-548478.115,,
540000,-9298.458765,-549298.4588,,
540000,-9298.458765,-549298.4588,,
540000,-9281.75464,-549281.7546,,
540000,-8757.714859,-548757.7149,,
540000,-8803.702978,-548803.703,,
540000,-8177.863809,-548177.8638,,
539990,-9070.649592,-549060.6496,,
539950,-9298.293169,-549248.2932,,
539900,-8673.555688,-548573.5557,,
539900,-8731.589096,-548631.5891,,
539900,-8875.312495,-548775.3125,,
539900,-9032.933231,-548932.9332,,
539900,-8241.400423,-548141.4004,,
539900,-8861.507322,-548761.5073,,
539900,-8233.204994,-548133.205,,
539900,-8696.374425,-548596.3744,,
539900,-8696.374425,-548596.3744,,
539880,-8781.705212,-548661.7052,,
539000,-8881.659729,-547881.6597,,
539000,-9026.300398,-548026.3004,,
539000,-9499.733406,-548499.7334,,
539000,-8881.659729,-547881.6597,,
539000,-8717.59609,-547717.5961,,
539000,-8983.090281,-547983.0903,,
539000,-8815.94621,-547815.9462,,
539000,-8379.676475,-547379.6765,,
539000,-8829.754667,-547829.7547,,
539000,-8770.464056,-547770.4641,,
539000,-8770.464056,-547770.4641,,
539000,-8966.854664,-547966.8547,,
539000,-9206.721348,-548206.7213,,
539000,-8661.856324,-547661.8563,,
538800,-9619.830194,-548419.8302,,
538000,-8910.55606,-546910.5561,,
538000,-8910.55606,-546910.5561,,
535900,-9007.540224,-544907.5402,,
535888,-9517.475039,-545405.475,,
535000,-8991.437192,-543991.4372,,
535000,-8160.421756,-543160.4218,,
535000,-9149.4184,-544149.4184,,
535000,-8690.091569,-543690.0916,,
535000,-8524.555602,-543524.5556,,
535000,-8108.875186,-543108.8752,,
535000,-8173.341246,-543173.3412,,
535000,-8829.076208,-543829.0762,,
535000,-9498.016817,-544498.0168,,
535000,-7905.112805,-542905.1128,,
535000,-9302.263916,-544302.2639,,
535000,-8663.856204,-543663.8562,,
535000,-9175.670491,-544175.6705,,
535000,-8812.265654,-543812.2657,,
535000,-8640.102947,-543640.1029,,
535000,-8582.747518,-543582.7475,,
534900,-8846.961366,-543746.9614,,
530000,-9223.245145,-539223.2451,,
530000,-8954.764144,-538954.7641,,
530000,-8169.311912,-538169.3119,,
529950,-9006.651804,-538956.6518,,
529900,-9176.533472,-539076.5335,,
529900,-8460.000252,-538360.0003,,
529900,-9120.2998,-539020.2998,,
529900,-8203.526998,-538103.527,,
529900,-8663.490595,-538563.4906,,
529888,-9049.051955,-538937.052,,
529888,-9202.126733,-539090.1267,,
529700,-8778.879787,-538478.8798,,
529000,-9522.281457,-538522.2815,,
529000,-8566.556609,-537566.5566,,
529000,-8309.696293,-537309.6963,,
529000,-9143.001347,-538143.0013,,
529000,-8811.691074,-537811.6911,,
529000,-9018.625083,-538018.6251,,
529000,-9185.640174,-538185.6402,,
529000,-9602.193326,-538602.1933,,
529000,-8712.789908,-537712.7899,,
529000,-9115.466567,-538115.4666,,
529000,-8625.768661,-537625.7687,,
528999,-8828.706666,-537827.7067,,
528500,-8426.414428,-536926.4144,,
528000,-8218.280338,-536218.2803,,
528000,-8922.60041,-536922.6004,,
525000,-9018.675972,-534018.676,,
525000,-8855.208135,-533855.2081,,
525000,-8748.710028,-533748.71,,
525000,-8928.043219,-533928.0432,,
525000,-9062.450171,-534062.4502,,
525000,-8988.789706,-533988.7897,,
525000,-8823.715648,-533823.7156,,
525000,-8929.32251,-533929.3225,,
525000,-7757.800162,-532757.8002,,
525000,-7868.465268,-532868.4653,,
525000,-8475.944733,-533475.9447,,
525000,-9012.330765,-534012.3308,,
525000,-9101.587979,-534101.588,,
525000,-8443.542704,-533443.5427,,
525000,-8719.722119,-533719.7221,,
525000,-8210.453212,-533210.4532,,
525000,-8938.902949,-533938.9029,,
525000,-8734.776845,-533734.7768,,
525000,-9130.037318,-534130.0373,,
525000,-8291.452219,-533291.4522,,
525000,-8435.138809,-533435.1388,,
525000,-8185.576662,-533185.5767,,
525000,-9028.947332,-534028.9473,,
525000,-9268.60708,-534268.6071,,
525000,-8136.579257,-533136.5793,,
525000,-8801.01509,-533801.0151,,
525000,-8715.755137,-533715.7551,,
525000,-8332.568322,-533332.5683,,
525000,-8579.446665,-533579.4467,,
525000,-8837.537315,-533837.5373,,
525000,-8837.537315,-533837.5373,,
525000,-9098.006786,-534098.0068,,
525000,-7945.448766,-532945.4488,,
525000,-8124.330381,-533124.3304,,
525000,-8518.608532,-533518.6085,,
525000,-8534.557176,-533534.5572,,
525000,-8710.367865,-533710.3679,,
525000,-9341.773192,-534341.7732,,
525000,-9235.173329,-534235.1733,,
525000,-9416.050287,-534416.0503,,
525000,-9538.039761,-534538.0398,,
525000,-9559.362084,-534559.3621,,
525000,-9575.2831,-534575.2831,,
525000,-9449.851081,-534449.8511,,
524999,-8589.490774,-533588.4908,,
524997,-9169.197492,-534166.1975,,
524900,-8717.85409,-533617.8541,,
524900,-9232.574326,-534132.5743,,
524900,-8467.965199,-533367.9652,,
524900,-9032.881687,-533932.8817,,
524900,-9020.916016,-533920.916,,
524900,-9376.9106,-534276.9106,,
524800,-9078.254471,-533878.2545,,
524500,-8810.842525,-533310.8425,,
524000,-8705.583906,-532705.5839,,
523900,-7898.869863,-531798.8699,,
523000,-8132.544231,-531132.5442,,
523000,-8132.405733,-531132.4057,,
522900,-8711.328941,-531611.3289,,
522900,-8711.328941,-531611.3289,,
521000,-9053.526675,-530053.5267,,
520000,-9161.509839,-529161.5098,,
520000,-9161.70658,-529161.7066,,
520000,-8919.721609,-528919.7216,,
520000,-9082.599507,-529082.5995,,
520000,-8819.974013,-528819.974,,
520000,-9141.559081,-529141.5591,,
520000,-9197.654676,-529197.6547,,
520000,-8012.545064,-528012.5451,,
520000,-8081.998406,-528081.9984,,
519999,-9153.418582,-529152.4186,,
519900,-9448.573169,-529348.5732,,
519900,-8299.799048,-528199.799,,
519900,-9231.462838,-529131.4628,,
519900,-9041.260642,-528941.2606,,
519900,-8846.658138,-528746.6581,,
519900,-8359.651339,-528259.6513,,
519900,-9064.025456,-528964.0255,,
519900,-9511.032731,-529411.0327,,
519000,-9029.939864,-528029.9399,,
519000,-9543.740552,-528543.7406,,
519000,-9314.970271,-528314.9703,,
519000,-8807.600702,-527807.6007,,
519000,-9280.231801,-528280.2318,,
519000,-8638.791539,-527638.7915,,
518000,-8403.178284,-526403.1783,,
518000,-8645.563943,-526645.5639,,
518000,-8824.585526,-526824.5855,,
517900,-9134.804062,-527034.8041,,
517500,-8935.597357,-526435.5974,,
516000,-9231.543856,-525231.5439,,
515000,-8700.946148,-523700.9461,,
515000,-8905.942563,-523905.9426,,
515000,-9218.11301,-524218.113,,
515000,-9622.22862,-524622.2286,,
515000,-8932.16864,-523932.1686,,
515000,-8960.465784,-523960.4658,,
515000,-8692.266806,-523692.2668,,
515000,-9077.203389,-524077.2034,,
515000,-7806.463294,-522806.4633,,
515000,-8209.672483,-523209.6725,,
515000,-9218.046866,-524218.0469,,
515000,-8795.028365,-523795.0284,,
515000,-8795.028365,-523795.0284,,
515000,-7908.824336,-522908.8243,,
515000,-7930.737735,-522930.7377,,
514999,-8287.783335,-523286.7833,,
514950,-9134.897767,-524084.8978,,
514900,-9155.485506,-524055.4855,,
514900,-8934.897579,-523834.8976,,
514500,-8792.106378,-523292.1064,,
514000,-9060.76788,-523060.7679,,
514000,-8282.585618,-522282.5856,,
512900,-9213.990376,-522113.9904,,
512500,-8907.461474,-521407.4615,,
512000,-9078.620865,-521078.6209,,
510000,-8901.040891,-518901.0409,,
510000,-8000.155938,-518000.1559,,
510000,-8959.464499,-518959.4645,,
510000,-8617.89963,-518617.8996,,
510000,-8617.89963,-518617.8996,,
510000,-9101.019445,-519101.0194,,
510000,-8776.102138,-518776.1021,,
510000,-8925.118697,-518925.1187,,
510000,-9186.585033,-519186.585,,
510000,-9168.919277,-519168.9193,,
510000,-9206.655062,-519206.6551,,
510000,-8796.737209,-518796.7372,,
509900,-8626.405611,-518526.4056,,
509900,-8275.818225,-518175.8182,,
509000,-8362.445571,-517362.4456,,
509000,-8890.316741,-517890.3167,,
509000,-8355.094009,-517355.094,,
509000,-8355.094009,-517355.094,,
509000,-8143.870219,-517143.8702,,
509000,-8997.367034,-517997.367,,
509000,-9091.054506,-518091.0545,,
507000,-8752.119718,-515752.1197,,
505000,-8738.492163,-513738.4922,,
500000,-8925.297442,-508925.2974,,
500000,-8992.323304,-508992.3233,,
500000,-8808.693704,-508808.6937,,
500000,-8865.109672,-508865.1097,,
500000,-9234.648028,-509234.648,,
500000,-9079.704995,-509079.705,,
500000,-9348.815557,-509348.8156,,
500000,-8887.876207,-508887.8762,,
500000,-8887.876207,-508887.8762,,
500000,-8662.652259,-508662.6523,,
500000,-8866.294691,-508866.2947,,
500000,-8624.727625,-508624.7276,,
500000,-8468.174421,-508468.1744,,
500000,-9129.803495,-509129.8035,,
500000,-8998.727806,-508998.7278,,
499999,-9062.253261,-509061.2533,,
499999,-8406.88321,-508405.8832,,
499999,-9112.823736,-509111.8237,,
499999,-9032.457717,-509031.4577,,
499999,-8145.68956,-508144.6896,,
499999,-8721.695215,-508720.6952,,
499998,-8990.131978,-508988.132,,
499995,-8910.945665,-508905.9457,,
499990,-8080.576195,-508070.5762,,
499950,-8947.843401,-508897.8434,,
499950,-8026.437519,-507976.4375,,
499950,-8980.758739,-508930.7587,,
499900,-8551.114258,-508451.1143,,
499900,-8907.335305,-508807.3353,,
499900,-8907.523872,-508807.5239,,
499900,-9289.459929,-509189.4599,,
499900,-9289.459929,-509189.4599,,
499900,-9052.148562,-508952.1486,,
499900,-8497.658879,-508397.6589,,
499900,-8131.810732,-508031.8107,,
499900,-8131.810732,-508031.8107,,
499900,-8611.726589,-508511.7266,,
499900,-9275.147187,-509175.1472,,
499900,-8454.973064,-508354.9731,,
499900,-8478.491182,-508378.4912,,
499900,-8527.72153,-508427.7215,,
499900,-8988.777745,-508888.7777,,
499900,-8988.777745,-508888.7777,,
499900,-9088.651896,-508988.6519,,
499900,-9063.321519,-508963.3215,,
499900,-9042.984996,-508942.985,,
499900,-8817.104446,-508717.1044,,
499900,-8197.072982,-508097.073,,
499900,-9050.594148,-508950.5941,,
499900,-8721.925789,-508621.9258,,
499900,-9047.777325,-508947.7773,,
499900,-8486.309231,-508386.3092,,
499888,-8921.580573,-508809.5806,,
499800,-8971.415283,-508771.4153,,
499700,-8562.378258,-508262.3783,,
499700,-8110.066489,-507810.0665,,
499500,-8135.946298,-507635.9463,,
499500,-9365.185715,-508865.1857,,
499500,-8925.74963,-508425.7496,,
499500,-8939.402833,-508439.4028,,
499000,-9730.593998,-508730.594,,
499000,-9051.323449,-508051.3234,,
499000,-9051.323449,-508051.3234,,
499000,-9229.186307,-508229.1863,,
499000,-8842.759857,-507842.7599,,
499000,-9599.696079,-508599.6961,,
499000,-9197.562938,-508197.5629,,
499000,-9068.161338,-508068.1613,,
499000,-9196.758392,-508196.7584,,
499000,-8762.242108,-507762.2421,,
499000,-9167.806042,-508167.806,,
499000,-8265.036415,-507265.0364,,
499000,-9083.773513,-508083.7735,,
499000,-9110.5128,-508110.5128,,
499000,-8267.985883,-507267.9859,,
499000,-9096.056431,-508096.0564,,
499000,-9207.720328,-508207.7203,,
499000,-9218.174725,-508218.1747,,
499000,-8863.621408,-507863.6214,,
499000,-8885.544428,-507885.5444,,
499000,-8885.544428,-507885.5444,,
499000,-8712.263576,-507712.2636,,
499000,-8088.881016,-507088.881,,
499000,-8353.455284,-507353.4553,,
499000,-9036.372662,-508036.3727,,
499000,-9036.372662,-508036.3727,,
499000,-8806.485558,-507806.4856,,
499000,-9124.115767,-508124.1158,,
499000,-9099.926128,-508099.9261,,
499000,-8657.749482,-507657.7495,,
499000,-9249.370063,-508249.3701,,
499000,-8825.922308,-507825.9223,,
499000,-8170.3999,-507170.3999,,
499000,-8479.440075,-507479.4401,,
499000,-9069.606445,-508069.6064,,
499000,-9497.497119,-508497.4971,,
499000,-8852.488825,-507852.4888,,
499000,-9268.475408,-508268.4754,,
499000,-8798.681408,-507798.6814,,
499000,-9431.106218,-508431.1062,,
499000,-9362.769513,-508362.7695,,
499000,-9291.549084,-508291.5491,,
499000,-9378.776,-508378.776,,
499000,-9358.895561,-508358.8956,,
499000,-9477.745873,-508477.7459,,
499000,-9516.143302,-508516.1433,,
499000,-9607.786003,-508607.786,,
499000,-9649.473676,-508649.4737,,
499000,-9823.185006,-508823.185,,
498900,-9049.087448,-507949.0874,,
498900,-9049.087448,-507949.0874,,
498888,-9464.875067,-508352.8751,,
498000,-8732.435423,-506732.4354,,
498000,-8837.426101,-506837.4261,,
498000,-8723.100584,-506723.1006,,
498000,-8652.727111,-506652.7271,,
498000,-8279.467302,-506279.4673,,
497000,-8762.107802,-505762.1078,,
497000,-9073.425308,-506073.4253,,
495000,-8684.041928,-503684.0419,,
495000,-9022.705316,-504022.7053,,
495000,-7770.972374,-502770.9724,,
495000,-9023.895932,-504023.8959,,
495000,-8977.466149,-503977.4661,,
495000,-8992.823141,-503992.8231,,
495000,-9048.981043,-504048.981,,
495000,-9303.856053,-504303.8561,,
495000,-9303.856053,-504303.8561,,
495000,-8672.605599,-503672.6056,,
495000,-9267.546124,-504267.5461,,
495000,-9750.80955,-504750.8096,,
495000,-8832.177488,-503832.1775,,
495000,-9569.343036,-504569.343,,
495000,-8508.261997,-503508.262,,
495000,-8957.541765,-503957.5418,,
495000,-9061.392471,-504061.3925,,
495000,-8670.447756,-503670.4478,,
495000,-9217.440614,-504217.4406,,
495000,-8571.366069,-503571.3661,,
495000,-8944.639333,-503944.6393,,
495000,-8425.820406,-503425.8204,,
495000,-8375.644295,-503375.6443,,
495000,-9070.718873,-504070.7189,,
495000,-8888.877669,-503888.8777,,
495000,-7674.609827,-502674.6098,,
495000,-9356.25126,-504356.2513,,
495000,-7631.751132,-502631.7511,,
494999,-8352.267029,-503351.267,,
494998,-8693.023941,-503691.0239,,
494900,-8861.907494,-503761.9075,,
494000,-9409.096924,-503409.0969,,
493990,-8860.781266,-502850.7813,,
493000,-9111.599807,-502111.5998,,
493000,-9111.599807,-502111.5998,,
492500,-9485.103706,-501985.1037,,
490000,-8843.894386,-498843.8944,,
490000,-8664.148114,-498664.1481,,
490000,-9018.293532,-499018.2935,,
490000,-8919.661984,-498919.662,,
490000,-8042.802184,-498042.8022,,
489999,-8469.443494,-498468.4435,,
489999,-8749.704558,-498748.7046,,
489950,-9171.845312,-499121.8453,,
489900,-9118.29405,-499018.294,,
489900,-8265.244934,-498165.2449,,
489900,-8798.54137,-498698.5414,,
489900,-9446.080851,-499346.0809,,
489900,-8864.704896,-498764.7049,,
489900,-7676.746268,-497576.7463,,
489900,-8441.194847,-498341.1948,,
489900,-8207.236518,-498107.2365,,
489900,-8207.236518,-498107.2365,,
489750,-7676.63826,-497426.6383,,
489500,-9044.685138,-498544.6851,,
489000,-8662.84372,-497662.8437,,
489000,-9066.051478,-498066.0515,,
489000,-8941.871728,-497941.8717,,
489000,-9021.995594,-498021.9956,,
489000,-8693.008615,-497693.0086,,
489000,-7849.822702,-496849.8227,,
489000,-9265.826878,-498265.8269,,
489000,-8433.530575,-497433.5306,,
489000,-8449.428517,-497449.4285,,
489000,-8193.187808,-497193.1878,,
489000,-8193.187808,-497193.1878,,
489000,-8965.04962,-497965.0496,,
489000,-8184.46942,-497184.4694,,
489000,-8582.317495,-497582.3175,,
489000,-9003.448806,-498003.4488,,
489000,-8796.248599,-497796.2486,,
489000,-8871.389797,-497871.3898,,
489000,-8571.630024,-497571.63,,
489000,-9193.3732,-498193.3732,,
489000,-8925.004905,-497925.0049,,
488800,-8885.176417,-497685.1764,,
488000,-9001.928039,-497001.928,,
488000,-9001.928039,-497001.928,,
488000,-9295.00979,-497295.0098,,
487990,-9224.329722,-497214.3297,,
487000,-9227.602025,-496227.602,,
485000,-8754.663205,-493754.6632,,
485000,-8857.441273,-493857.4413,,
485000,-8930.854851,-493930.8549,,
485000,-8473.754127,-493473.7541,,
485000,-8645.203913,-493645.2039,,
485000,-9117.725191,-494117.7252,,
485000,-9090.738549,-494090.7385,,
485000,-9337.131848,-494337.1318,,
485000,-9236.418622,-494236.4186,,
485000,-8952.541273,-493952.5413,,
485000,-8660.395868,-493660.3959,,
485000,-8701.356798,-493701.3568,,
485000,-9205.15175,-494205.1518,,
485000,-9563.684738,-494563.6847,,
485000,-8757.034787,-493757.0348,,
485000,-8622.756672,-493622.7567,,
485000,-8454.928967,-493454.929,,
485000,-9652.223864,-494652.2239,,
485000,-9652.223864,-494652.2239,,
485000,-9006.158176,-494006.1582,,
485000,-8882.170241,-493882.1702,,
485000,-8201.540278,-493201.5403,,
485000,-9154.264267,-494154.2643,,
485000,-9105.82255,-494105.8226,,
485000,-8609.467801,-493609.4678,,
484900,-9058.535374,-493958.5354,,
484888,-8693.206667,-493581.2067,,
484500,-9575.728693,-494075.7287,,
484000,-8754.469917,-492754.4699,,
480000,-8962.710232,-488962.7102,,
480000,-8854.397129,-488854.3971,,
480000,-8625.151259,-488625.1513,,
480000,-8224.203689,-488224.2037,,
480000,-8854.397129,-488854.3971,,
480000,-8752.000164,-488752.0002,,
480000,-8949.925338,-488949.9253,,
480000,-8494.286534,-488494.2865,,
479999,-9227.928586,-489226.9286,,
479900,-8410.882587,-488310.8826,,
479900,-8262.909759,-488162.9098,,
479900,-8739.765714,-488639.7657,,
479900,-7899.795065,-487799.7951,,
479900,-8373.48581,-488273.4858,,
479900,-8780.820598,-488680.8206,,
479900,-8857.750524,-488757.7505,,
479888,-9062.599591,-488950.5996,,
479500,-9441.000816,-488941.0008,,
479500,-9312.381628,-488812.3816,,
479500,-8868.656026,-488368.656,,
479000,-8439.504107,-487439.5041,,
479000,-9218.053583,-488218.0536,,
479000,-8780.204891,-487780.2049,,
479000,-7955.559542,-486955.5595,,
479000,-9100.622687,-488100.6227,,
479000,-9141.751206,-488141.7512,,
479000,-8187.568215,-487187.5682,,
479000,-9491.437428,-488491.4374,,
479000,-9045.547144,-488045.5471,,
479000,-9030.461796,-488030.4618,,
479000,-8111.273919,-487111.2739,,
479000,-8395.181368,-487395.1814,,
478950,-9457.872321,-488407.8723,,
478900,-8319.931108,-487219.9311,,
478900,-8429.850627,-487329.8506,,
478000,-9100.806421,-487100.8064,,
478000,-9100.806421,-487100.8064,,
478000,-8491.475692,-486491.4757,,
477500,-8681.602845,-486181.6028,,
